ID,amount,Interest_rate_spread,loan_limit,loan_purpose,property_value,income,Gender,business_or_commercial,default
105988,116500,0.931,cf,p3,148000,1500,Sex Not Available,nob/c,0
130944,316500,-0.0356,cf,no info,428000,5700,Non-binary,nob/c,0
57938,346500,0.2841,cf,p1,368000,4500,Female,nob/c,0
168489,186500,1.1655,,p3,228000,3060,Female,nob/c,0
72687,346500,0.5273,cf,no info,378000,9000,Non-binary,nob/c,0
132449,406500,,cf,no info,,9840,Non-binary,nob/c,1
87379,216500,,cf,no info,268000,1500,Male,nob/c,1
102973,126500,1.8853,cf,p3,158000,6120,Female,b/c,0
76292,276500,,cf,p3,748000,7920,Sex Not Available,nob/c,1
158901,356500,-0.1861,cf,no info,608000,6900,Sex Not Available,nob/c,0
95489,326500,,cf,p1,368000,10440,Male,nob/c,1
114618,296500,,cf,p3,378000,2940,Male,nob/c,1
147448,206500,,cf,p3,,3780,Non-binary,nob/c,1
96009,236500,0.9933,cf,no info,258000,8340,Sex Not Available,b/c,0
168357,196500,-0.7085,cf,no info,358000,,Male,nob/c,0
121106,156500,0.4128,cf,p3,258000,3720,Non-binary,nob/c,0
93501,236500,0.1918,cf,no info,338000,3540,Non-binary,nob/c,0
66575,676500,-0.228,cf,no info,978000,8460,Female,nob/c,0
152351,126500,0.8265,ncf,p1,158000,3840,Sex Not Available,nob/c,0
38242,376500,0.2958,cf,p3,568000,5940,Sex Not Available,nob/c,0
86833,226500,-0.0525,cf,no info,248000,,Non-binary,nob/c,0
39862,216500,,cf,p1,248000,4920,Male,nob/c,1
36990,386500,,cf,no info,448000,,Sex Not Available,b/c,1
100590,216500,,cf,no info,,6420,Sex Not Available,nob/c,1
158558,676500,,cf,no info,768000,9060,Non-binary,nob/c,1
139583,256500,,cf,no info,308000,3660,Non-binary,nob/c,1
126786,376500,0.6177,cf,p3,488000,5700,Sex Not Available,nob/c,0
81971,236500,0.2301,cf,p3,378000,2220,Sex Not Available,nob/c,0
131392,186500,0.1408,cf,p2,348000,8220,Sex Not Available,nob/c,0
36435,336500,0.3269,cf,no info,428000,5280,Female,nob/c,0
159606,366500,1.2363,cf,p3,568000,7440,Non-binary,nob/c,0
132371,196500,1.5041,cf,p1,198000,4740,Non-binary,b/c,0
122405,246500,,cf,no info,,0,Sex Not Available,b/c,1
35965,246500,0.078,cf,no info,348000,4260,Male,nob/c,0
138797,306500,0.3659,cf,p3,408000,7380,Male,nob/c,0
168615,76500,,cf,p1,78000,4980,Non-binary,b/c,1
167602,246500,,ncf,p3,,4860,Male,nob/c,1
157135,646500,-0.2339,cf,no info,888000,18960,Non-binary,nob/c,0
130746,486500,0.2716,cf,p1,698000,6180,Female,nob/c,0
151241,166500,1.1477,cf,no info,218000,3900,Female,nob/c,0
43876,396500,-0.1112,cf,no info,548000,6060,Male,nob/c,0
126256,376500,0.0525,cf,p1,418000,8580,Sex Not Available,nob/c,0
27963,646500,,ncf,p3,,12240,Non-binary,nob/c,1
94087,336500,0.0319,cf,p3,408000,4860,Non-binary,nob/c,0
169782,206500,0.22,cf,no info,338000,9120,Male,nob/c,0
119048,576500,0.5104,ncf,p1,658000,9420,Non-binary,nob/c,0
101412,436500,,cf,p3,548000,4800,Sex Not Available,nob/c,1
159957,346500,0.2195,cf,p3,438000,9420,Non-binary,nob/c,0
46541,336500,0.1094,cf,p3,458000,6540,Sex Not Available,nob/c,0
99941,176500,1.4111,cf,p1,188000,4740,Male,nob/c,0
110870,726500,0.478,cf,p3,1508000,2580,Non-binary,nob/c,0
105034,336500,0.3804,cf,no info,458000,4620,Non-binary,nob/c,0
147258,466500,0.8846,ncf,p3,608000,5640,Sex Not Available,nob/c,0
131511,286500,0.6141,cf,p3,478000,4200,Male,nob/c,0
135848,46500,,cf,no info,288000,1140,Non-binary,b/c,1
48025,636500,-0.2193,ncf,no info,778000,,Non-binary,nob/c,0
25398,566500,-0.1042,cf,p1,628000,6000,Male,nob/c,0
40126,166500,,cf,p3,,2880,Sex Not Available,nob/c,1
93357,696500,0.6599,,p3,988000,12480,Sex Not Available,nob/c,0
42871,736500,0.7577,ncf,no info,1328000,13740,Female,nob/c,0
122597,356500,0.4828,cf,p3,448000,5220,Female,nob/c,0
127871,56500,1.4524,cf,p3,88000,3660,Sex Not Available,nob/c,0
75788,476500,,cf,p1,,15120,Male,nob/c,1
30609,216500,1.0222,ncf,p1,228000,4080,Male,nob/c,0
99902,426500,,cf,p1,,6060,Non-binary,nob/c,1
125942,216500,0.1414,cf,p1,238000,4380,Female,nob/c,0
33255,386500,0.8666,cf,p1,398000,5820,Non-binary,b/c,0
98909,396500,0.912,cf,p3,538000,6960,Female,nob/c,0
95702,246500,,cf,p1,258000,4080,Male,b/c,1
78448,256500,0.2102,cf,p3,458000,4440,Sex Not Available,nob/c,0
124952,296500,0.4256,cf,no info,368000,5640,Sex Not Available,nob/c,0
168025,386500,1.0438,cf,p3,518000,7200,Sex Not Available,b/c,0
45275,296500,0.8381,cf,p1,318000,3060,Male,nob/c,0
70866,236500,0.7035,cf,p3,298000,5100,Female,nob/c,0
58605,206500,,cf,p3,208000,4920,Non-binary,nob/c,1
90529,296500,0.7835,cf,p1,418000,9120,Male,nob/c,0
103116,616500,,ncf,p3,1008000,10260,Female,nob/c,1
137603,206500,,cf,p3,,5940,Sex Not Available,nob/c,1
90679,256500,,cf,p3,338000,4200,Sex Not Available,nob/c,1
65716,506500,,cf,p3,,6720,Sex Not Available,nob/c,1
130726,356500,-0.0424,cf,no info,448000,4560,Male,nob/c,0
137479,126500,,cf,no info,,7920,Male,nob/c,1
132069,136500,0.8383,cf,p3,178000,3840,Non-binary,nob/c,0
128620,216500,0.0018,cf,p3,468000,6540,Male,nob/c,0
160438,286500,,cf,p3,338000,2940,Sex Not Available,b/c,1
140638,116500,1.3306,,p3,308000,6000,Female,nob/c,0
158549,246500,0.4432,cf,p3,348000,3240,Male,nob/c,0
103073,236500,0.7278,cf,p1,248000,3540,Female,nob/c,0
119758,346500,0.8413,cf,p1,358000,7140,Sex Not Available,nob/c,0
94550,536500,0.1728,cf,p1,688000,7140,Male,nob/c,0
92897,216500,1.3537,cf,p3,248000,7080,Non-binary,b/c,0
106030,86500,0.7597,cf,p3,228000,2280,Sex Not Available,nob/c,0
130706,406500,0.1419,cf,no info,558000,4860,Female,nob/c,0
25787,346500,-0.4198,cf,no info,418000,3540,Sex Not Available,nob/c,0
101332,196500,0.3168,cf,p3,278000,3240,Male,nob/c,0
108649,206500,1.1263,cf,p1,208000,5100,Non-binary,b/c,0
103023,146500,,cf,p1,358000,3420,Non-binary,nob/c,1
163521,216500,0.5849,cf,no info,258000,5040,Male,nob/c,0
72497,596500,0.9912,cf,p1,628000,9480,Male,nob/c,0
37858,106500,1.3968,cf,p3,158000,2640,Non-binary,nob/c,0
40447,136500,1.1604,cf,no info,228000,5460,Male,nob/c,0
108500,576500,0.3017,cf,no info,658000,9300,Sex Not Available,nob/c,0
127132,186500,,cf,p1,228000,3120,Sex Not Available,nob/c,1
114809,366500,-0.2211,cf,p3,468000,11460,Non-binary,nob/c,0
135905,106500,0.514,cf,p3,268000,2160,Female,nob/c,0
26007,276500,0.1149,cf,p3,478000,8040,Non-binary,nob/c,0
74124,146500,,cf,p3,,3720,Female,nob/c,1
69552,226500,0.2661,cf,p3,368000,5760,Male,nob/c,0
96963,296500,0.064,cf,p3,388000,5220,Female,nob/c,0
170122,336500,0.737,cf,p1,338000,5340,Non-binary,b/c,0
125604,506500,,cf,p1,,16320,Non-binary,nob/c,1
151610,236500,0.8235,ncf,no info,328000,2820,Male,nob/c,0
162344,286500,,cf,p1,,10800,Female,nob/c,1
150299,316500,,cf,p3,,4440,Male,nob/c,1
124234,166500,,,no info,298000,1140,Sex Not Available,nob/c,1
123637,366500,0.3877,ncf,p3,888000,8220,Non-binary,nob/c,0
164069,206500,0.111,cf,p3,458000,3240,Female,nob/c,0
124376,396500,0.6769,cf,no info,408000,6000,Male,b/c,0
85511,406500,1.3084,cf,p3,548000,5040,Non-binary,nob/c,0
110843,266500,0.225,cf,no info,338000,2580,Male,nob/c,0
116489,366500,,cf,no info,,7620,Non-binary,nob/c,1
49155,236500,0.7814,cf,p3,278000,2880,Male,b/c,0
126780,176500,0.4638,ncf,no info,178000,3000,Sex Not Available,nob/c,0
148816,506500,-0.312,ncf,no info,558000,,Non-binary,nob/c,0
156382,86500,0.8328,cf,no info,148000,6120,Female,nob/c,0
87435,366500,0.1308,cf,p1,408000,9480,Sex Not Available,nob/c,0
66847,236500,0.4749,cf,no info,598000,9900,Non-binary,nob/c,0
60519,366500,0.2625,cf,p1,458000,10500,Non-binary,nob/c,0
40272,286500,1.481,cf,p1,298000,13260,Female,nob/c,0
80834,176500,0.8936,cf,p3,268000,1920,Sex Not Available,nob/c,0
76003,116500,1.0785,cf,no info,138000,,Sex Not Available,b/c,0
92295,396500,,cf,p3,468000,4860,Sex Not Available,b/c,1
66192,326500,0.6683,cf,no info,358000,,Non-binary,b/c,0
86817,246500,0.2153,cf,p1,258000,4980,Male,nob/c,0
118133,266500,0.8019,cf,p3,308000,7860,Male,b/c,0
71819,226500,-0.0886,cf,no info,288000,2880,Non-binary,nob/c,0
29217,256500,0.5916,cf,p3,488000,5460,Female,b/c,0
117896,326500,,,no info,348000,9120,Sex Not Available,nob/c,1
152989,96500,1.3072,cf,p3,168000,3720,Sex Not Available,nob/c,0
173275,226500,-0.1746,cf,p3,638000,3600,Non-binary,nob/c,0
141680,396500,0.2577,cf,p1,598000,5520,Sex Not Available,nob/c,0
67705,276500,0.1634,cf,p1,348000,7200,Female,nob/c,0
138757,456500,0.8055,cf,p3,888000,7140,Male,nob/c,0
85968,316500,,cf,no info,378000,0,Female,nob/c,1
117057,216500,0.3068,cf,p3,368000,3360,Female,nob/c,0
155022,236500,1.3375,cf,p3,278000,4980,Male,b/c,0
118579,236500,0.3619,cf,p3,488000,9300,Male,nob/c,0
73243,196500,,cf,p1,248000,0,Female,nob/c,1
37604,126500,0.085,cf,no info,138000,,Male,nob/c,0
73660,346500,0.3966,cf,p3,428000,3780,Male,b/c,0
159625,126500,0.3825,cf,p3,258000,5400,Sex Not Available,nob/c,0
165933,356500,0.8941,ncf,p3,488000,6840,Non-binary,nob/c,0
70289,446500,0.4102,cf,no info,478000,,Sex Not Available,b/c,0
51493,286500,0.7983,cf,no info,308000,,Non-binary,b/c,0
71115,156500,0.3024,cf,p3,908000,31980,Non-binary,nob/c,0
61605,306500,0.1471,cf,p3,628000,8280,Female,nob/c,0
46918,406500,0.3978,cf,no info,558000,5460,Non-binary,nob/c,0
54066,76500,,cf,no info,88000,1680,Female,b/c,1
45091,486500,,cf,p3,,6900,Sex Not Available,nob/c,1
45927,526500,-0.3178,cf,no info,538000,,Sex Not Available,nob/c,0
52543,396500,,,no info,508000,6360,Female,nob/c,1
109603,326500,0.454,cf,p3,478000,6060,Sex Not Available,nob/c,0
105430,396500,0.307,cf,no info,1408000,4020,Female,nob/c,0
88094,736500,1.4152,cf,p1,988000,8220,Male,nob/c,0
37607,86500,,cf,no info,108000,2160,Male,nob/c,1
74678,236500,,cf,p3,318000,3840,Male,b/c,1
122892,196500,0.6107,cf,p1,268000,16560,Non-binary,nob/c,0
56107,356500,0.0597,cf,p3,478000,17520,Non-binary,nob/c,0
26655,316500,0.3434,ncf,p3,958000,5760,Non-binary,nob/c,0
64371,726500,,cf,no info,758000,13920,Sex Not Available,b/c,1
75688,106500,,ncf,p1,108000,,Sex Not Available,b/c,1
119815,316500,0.3831,cf,p1,368000,3120,Female,nob/c,0
123749,426500,-0.0269,cf,no info,508000,4860,Female,nob/c,0
149131,616500,0.9504,cf,no info,668000,,Non-binary,b/c,0
77507,296500,0.7424,cf,p1,298000,5340,Sex Not Available,nob/c,0
57103,286500,0.0392,cf,no info,408000,6780,Male,nob/c,0
169945,556500,-0.062,cf,no info,698000,6660,Non-binary,nob/c,0
74763,66500,,cf,p3,158000,2160,Non-binary,nob/c,1
138587,466500,-0.2678,cf,no info,648000,16440,Female,nob/c,0
153820,176500,0.5362,cf,p2,248000,6120,Sex Not Available,nob/c,0
125107,176500,,ncf,p3,238000,4200,Female,nob/c,1
123073,156500,,cf,p2,,5100,Non-binary,nob/c,1
152437,1136500,-0.6199,ncf,no info,1628000,,Non-binary,nob/c,0
140063,76500,1.4112,cf,p1,118000,1800,Female,nob/c,0
80790,466500,0.172,cf,p3,998000,10020,Female,nob/c,0
60884,116500,,cf,p3,128000,1740,Sex Not Available,b/c,1
167355,196500,1.0841,cf,p3,268000,6720,Female,nob/c,0
137715,226500,0.0641,cf,no info,588000,4260,Female,nob/c,0
132382,436500,0.5773,cf,p3,658000,13440,Male,nob/c,0
37723,486500,1.2574,cf,p1,628000,9780,Non-binary,nob/c,0
135194,326500,0.4318,cf,p1,428000,22800,Non-binary,nob/c,0
166199,296500,0.1683,cf,p3,528000,4560,Sex Not Available,nob/c,0
75401,296500,0.0655,cf,no info,498000,3180,Non-binary,nob/c,0
37875,346500,,cf,p3,478000,2940,Female,nob/c,1
134772,86500,1.4081,cf,p3,238000,1500,Male,nob/c,0
50773,636500,0.072,cf,no info,918000,15660,Non-binary,nob/c,0
91961,406500,0.5498,cf,no info,2058000,7620,Sex Not Available,nob/c,0
138230,206500,,cf,p2,338000,3480,Female,nob/c,1
61102,646500,0.1703,cf,p3,1258000,7380,Male,nob/c,0
141378,506500,1.4461,cf,p3,588000,9720,Sex Not Available,b/c,0
106474,556500,0.1525,cf,no info,768000,7800,Male,nob/c,0
170664,686500,0.003,cf,p1,808000,8400,Male,nob/c,0
160547,136500,0.2853,cf,no info,278000,14100,Female,nob/c,0
140159,316500,,cf,no info,,0,Non-binary,nob/c,1
168210,456500,,cf,p3,,12600,Male,nob/c,1
110466,266500,1.2311,cf,p3,358000,14220,Male,nob/c,0
72282,166500,0.5704,cf,p1,188000,6120,Male,nob/c,0
27047,656500,,cf,no info,3308000,35820,Male,nob/c,1
79632,306500,0.071,cf,p3,388000,3000,Non-binary,nob/c,0
170734,116500,,cf,p3,358000,0,Sex Not Available,nob/c,1
132251,336500,0.0896,,p1,358000,3540,Male,nob/c,0
44219,316500,,cf,p3,358000,5580,Male,nob/c,1
40215,216500,0.0238,cf,no info,318000,3360,Male,nob/c,0
142504,256500,,cf,no info,,3180,Sex Not Available,nob/c,1
119504,526500,-0.0507,cf,p3,898000,13800,Non-binary,nob/c,0
151993,366500,0.2475,cf,p1,388000,6480,Male,nob/c,0
140847,286500,0.6949,cf,no info,488000,8040,Sex Not Available,nob/c,0
111559,266500,0.9659,cf,p3,378000,5520,Sex Not Available,nob/c,0
57583,456500,0.9041,cf,p3,698000,14220,Sex Not Available,nob/c,0
64676,426500,-0.1794,cf,p3,608000,4440,Female,nob/c,0
46133,566500,0.0275,cf,no info,1198000,11160,Non-binary,nob/c,0
96579,156500,0.7415,cf,no info,258000,5280,Sex Not Available,nob/c,0
94082,196500,1.2384,cf,p1,208000,4920,Female,nob/c,0
38980,526500,,cf,p3,,8640,Sex Not Available,nob/c,1
81268,166500,,cf,p1,,10020,Sex Not Available,nob/c,1
147833,436500,-0.108,cf,no info,608000,6540,Female,nob/c,0
30494,186500,,cf,p1,228000,16320,Female,nob/c,1
61127,166500,0.71,cf,p1,188000,2100,Sex Not Available,b/c,0
91470,306500,,cf,p3,348000,4860,Male,nob/c,1
142212,406500,,cf,p1,,5400,Female,nob/c,1
73319,266500,,cf,no info,,3420,Male,nob/c,1
94327,126500,1.3205,cf,p3,228000,1320,Female,b/c,0
134307,516500,1.1252,cf,p3,648000,10500,Male,nob/c,0
44109,316500,0.9424,cf,p3,318000,4860,Male,nob/c,0
89165,756500,0.1634,ncf,no info,968000,14580,Non-binary,nob/c,0
168736,96500,0.8997,cf,no info,108000,2160,Non-binary,nob/c,0
95884,806500,,ncf,p1,958000,9060,Male,nob/c,1
134961,426500,0.5101,cf,p1,448000,6120,Non-binary,b/c,0
148742,166500,1.5965,cf,p1,168000,4440,Sex Not Available,b/c,0
53457,646500,-0.3485,cf,no info,878000,15060,Male,nob/c,0
162524,406500,,cf,no info,648000,12720,Sex Not Available,nob/c,1
136925,106500,0.6893,ncf,p3,448000,1740,Female,nob/c,0
70174,206500,0.0775,cf,p1,718000,3840,Sex Not Available,nob/c,0
40037,296500,,cf,p3,608000,3120,Non-binary,nob/c,1
89590,166500,0.1326,cf,no info,558000,10080,Female,nob/c,0
33820,306500,0.6175,cf,p3,418000,33060,Male,nob/c,0
95573,296500,1.115,cf,p3,348000,5040,Non-binary,nob/c,0
48617,116500,1.3607,cf,no info,268000,6600,Male,nob/c,0
113148,406500,,cf,p3,508000,8100,Non-binary,nob/c,1
157228,256500,0.9137,cf,no info,318000,,Female,b/c,0
55556,596500,-0.0379,cf,no info,998000,9660,Non-binary,nob/c,0
84554,436500,0.1181,cf,no info,558000,4980,Sex Not Available,nob/c,0
52055,596500,,cf,no info,,8100,Male,nob/c,1
114785,146500,1.3173,cf,p3,218000,5940,Sex Not Available,nob/c,0
95188,146500,1.1252,cf,no info,178000,5520,Non-binary,b/c,0
33300,136500,,cf,p3,,2100,Female,nob/c,1
89192,486500,0.0836,,p3,868000,8460,Sex Not Available,nob/c,0
118070,116500,1.0196,cf,no info,188000,6120,Male,nob/c,0
88262,256500,0.8346,cf,no info,298000,,Sex Not Available,b/c,0
164647,716500,,cf,no info,1448000,24480,Non-binary,nob/c,1
74326,146500,0.844,cf,no info,338000,3960,Sex Not Available,nob/c,0
116463,266500,0.2898,cf,p1,268000,4860,Male,b/c,0
149829,136500,,cf,p1,148000,3420,Non-binary,b/c,1
43146,76500,1.1678,cf,p2,258000,5520,Non-binary,nob/c,0
125328,246500,,cf,no info,,3120,Female,nob/c,1
64579,456500,0.2517,cf,p1,468000,9000,Non-binary,b/c,0
120654,436500,0.0648,ncf,p3,708000,8400,Sex Not Available,nob/c,0
98742,266500,,cf,p3,288000,2220,Male,nob/c,1
104405,96500,1.3445,cf,no info,578000,3600,Male,nob/c,0
126108,226500,0.4169,ncf,p3,288000,4320,Sex Not Available,nob/c,0
26043,456500,0.9002,cf,p3,618000,14580,Male,nob/c,0
61856,176500,-0.2478,cf,p3,348000,6480,Non-binary,nob/c,0
134172,306500,0.2021,cf,p1,388000,4680,Male,nob/c,0
51155,536500,0.496,cf,p1,558000,5640,Male,b/c,0
127965,396500,0.4387,cf,p3,528000,4500,Sex Not Available,nob/c,0
61412,226500,0.9764,cf,p2,308000,4620,Female,nob/c,0
29156,456500,0.25,cf,p1,478000,8160,Female,nob/c,0
137993,86500,,cf,p1,88000,1500,Male,nob/c,1
84159,536500,,ncf,p3,768000,9300,Sex Not Available,nob/c,1
70205,76500,,cf,p1,,1920,Female,b/c,1
66698,606500,,cf,p3,1008000,5940,Non-binary,nob/c,1
172935,216500,,cf,p3,288000,3720,Sex Not Available,nob/c,1
126571,316500,0.2637,cf,no info,468000,3720,Female,nob/c,0
120651,476500,-0.3586,cf,no info,658000,5280,Male,nob/c,0
38346,276500,,cf,p1,,3600,Sex Not Available,nob/c,1
87557,406500,0.3642,cf,p3,678000,6060,Non-binary,nob/c,0
60069,436500,1.4736,,p3,618000,6780,Female,nob/c,0
77547,506500,,cf,p3,668000,8640,Non-binary,nob/c,1
58260,446500,-0.2012,cf,p1,848000,7500,Female,nob/c,0
118646,736500,,ncf,p1,748000,15000,Non-binary,nob/c,1
137522,256500,0.8105,cf,p3,368000,6180,Non-binary,b/c,0
72857,226500,0.608,cf,p1,288000,3540,Sex Not Available,nob/c,0
91358,506500,0.5032,cf,p3,508000,7020,Sex Not Available,nob/c,0
140331,366500,-0.1185,cf,p1,458000,5460,Sex Not Available,nob/c,0
59336,126500,0.7728,cf,p3,478000,3240,Sex Not Available,nob/c,0
83687,76500,0.7208,cf,no info,508000,1140,Female,nob/c,0
51467,606500,-0.2347,cf,no info,1608000,10140,Sex Not Available,nob/c,0
130954,386500,0.1242,cf,p3,758000,22500,Female,nob/c,0
47144,416500,,cf,p1,,4740,Non-binary,nob/c,1
57618,76500,1.1874,cf,p3,88000,5280,Sex Not Available,nob/c,0
160963,396500,,cf,no info,588000,6720,Sex Not Available,nob/c,1
141998,186500,1.7784,cf,p3,278000,4560,Sex Not Available,b/c,0
105951,996500,0.1079,ncf,p3,2058000,36000,Male,nob/c,0
139302,306500,,cf,no info,,0,Female,b/c,1
143858,456500,-0.109,cf,p3,848000,4320,Non-binary,nob/c,0
138501,376500,,cf,p3,,3180,Sex Not Available,nob/c,1
113200,206500,1.0965,cf,p3,258000,3900,Female,nob/c,0
155988,136500,1.2395,cf,no info,178000,7020,Non-binary,nob/c,0
170848,186500,-0.747,cf,no info,198000,,Sex Not Available,nob/c,0
94017,476500,0.342,cf,no info,578000,13920,Sex Not Available,nob/c,0
134346,266500,,cf,no info,,7800,Male,nob/c,1
114548,96500,-0.1013,cf,p3,128000,1980,Sex Not Available,nob/c,0
142026,386500,-0.348,cf,no info,548000,9000,Non-binary,nob/c,0
144092,256500,1.4599,cf,p3,318000,5880,Non-binary,nob/c,0
119856,206500,,cf,p3,,3480,Sex Not Available,nob/c,1
89310,156500,0.2253,cf,no info,318000,5820,Sex Not Available,nob/c,0
171836,226500,1.1257,cf,p3,358000,6120,Male,nob/c,0
144907,316500,,cf,no info,,1980,Non-binary,nob/c,1
49045,366500,0.812,cf,no info,468000,5340,Female,nob/c,0
64284,456500,-0.6674,cf,p1,658000,14940,Male,nob/c,0
135445,456500,0.202,cf,no info,658000,6480,Male,nob/c,0
132394,516500,,cf,p3,618000,4860,Non-binary,b/c,1
146354,156500,0.0498,cf,no info,188000,2400,Male,nob/c,0
65333,476500,-0.1654,cf,no info,828000,7380,Male,nob/c,0
146530,3006500,,ncf,p1,,114000,Sex Not Available,nob/c,1
171943,256500,1.312,cf,p3,3608000,19200,Non-binary,nob/c,0
129149,136500,0.1112,cf,p3,558000,7560,Non-binary,nob/c,0
62736,216500,1.2061,cf,p3,338000,4680,Male,nob/c,0
51950,376500,-0.0637,cf,p1,568000,18300,Female,nob/c,0
100369,576500,,cf,p3,2508000,7020,Female,b/c,1
85480,246500,,cf,no info,318000,20040,Non-binary,nob/c,1
111678,226500,,cf,p1,,4020,Female,nob/c,1
124754,356500,,cf,p1,778000,5940,Non-binary,nob/c,1
89901,126500,,cf,no info,,10500,Non-binary,nob/c,1
164844,276500,,cf,p3,338000,7740,Female,nob/c,1
131417,236500,0.5478,cf,p3,318000,3480,Female,nob/c,0
92017,226500,0.1402,cf,p1,248000,3180,Female,nob/c,0
37852,196500,0.5,cf,p3,268000,2760,Male,nob/c,0
84049,486500,0.3195,cf,p1,518000,7560,Non-binary,nob/c,0
54222,726500,-0.186,,p1,1228000,7740,Female,nob/c,0
64069,306500,0.4745,cf,no info,518000,8040,Sex Not Available,nob/c,0
26201,246500,1.1564,cf,p3,318000,7680,Sex Not Available,nob/c,0
147245,486500,0.5661,cf,p3,738000,13980,Non-binary,nob/c,0
118282,86500,,cf,p3,98000,1680,Female,nob/c,1
110569,516500,0.7687,cf,no info,518000,5460,Non-binary,b/c,0
115433,486500,0.3247,cf,p1,558000,8640,Male,nob/c,0
88895,256500,0.5925,cf,p1,278000,12000,Non-binary,b/c,0
32568,306500,0.0942,cf,no info,518000,5340,Non-binary,nob/c,0
144021,246500,0.271,cf,p1,308000,11400,Sex Not Available,nob/c,0
64481,366500,,cf,p1,,10800,Female,nob/c,1
139883,556500,0.3663,cf,p1,608000,5100,Male,nob/c,0
116730,116500,0.9173,cf,p3,168000,3660,Sex Not Available,nob/c,0
46768,586500,-0.0536,cf,p1,738000,6840,Female,nob/c,0
117747,376500,,cf,no info,358000,5760,Sex Not Available,nob/c,1
118719,246500,-0.2157,cf,no info,368000,7800,Male,nob/c,0
79587,136500,0.0916,cf,no info,228000,2940,Male,nob/c,0
152895,156500,0.5111,cf,no info,398000,3600,Male,nob/c,0
53957,506500,0.1616,ncf,p3,788000,8700,Sex Not Available,nob/c,0
138858,406500,0.5554,cf,no info,508000,6720,Non-binary,nob/c,0
102706,536500,0.292,cf,p3,678000,5940,Male,nob/c,0
63868,296500,,cf,p1,,18120,Sex Not Available,nob/c,1
140142,2596500,,ncf,no info,,13080,Sex Not Available,nob/c,1
96726,116500,1.542,cf,p3,138000,3420,Sex Not Available,b/c,0
48518,186500,,cf,no info,188000,3120,Male,b/c,1
74305,256500,,cf,p3,418000,2100,Male,nob/c,1
136326,236500,0.3965,cf,no info,368000,2400,Non-binary,nob/c,0
90390,436500,0.7776,cf,p1,468000,8700,Non-binary,b/c,0
137965,406500,,cf,p3,,4500,Male,nob/c,1
114253,136500,,cf,no info,188000,2940,Sex Not Available,nob/c,1
80910,206500,,cf,no info,248000,3300,Female,nob/c,1
100665,236500,-0.142,cf,p1,298000,7440,Sex Not Available,nob/c,0
36184,306500,,cf,no info,608000,2460,Female,nob/c,1
81929,466500,0.1166,cf,p1,458000,4920,Non-binary,nob/c,0
147458,296500,0.3459,cf,p3,408000,4740,Male,nob/c,0
70787,526500,0.0759,ncf,no info,868000,13380,Non-binary,nob/c,0
39604,646500,0.4979,,p1,688000,12420,Non-binary,nob/c,0
123196,426500,,cf,no info,,10860,Sex Not Available,nob/c,1
129142,166500,0.2083,cf,no info,478000,2760,Male,nob/c,0
87938,256500,0.0623,cf,no info,358000,9540,Female,nob/c,0
151229,416500,0.3401,cf,p1,428000,4680,Female,nob/c,0
26714,186500,0.461,ncf,no info,278000,4740,Non-binary,nob/c,0
156741,506500,0.7085,cf,no info,578000,,Non-binary,b/c,0
162308,486500,,cf,no info,,7800,Male,nob/c,1
97974,86500,1.1279,cf,p1,88000,1620,Sex Not Available,nob/c,0
152248,286500,0.8184,cf,p3,438000,4860,Sex Not Available,b/c,0
31507,406500,0.3797,cf,p3,548000,5700,Male,nob/c,0
173017,256500,,cf,no info,308000,3420,Female,nob/c,1
102139,266500,0.413,ncf,p3,418000,4980,Male,nob/c,0
169281,166500,0.4071,cf,no info,208000,9480,Male,nob/c,0
33648,216500,0.5115,cf,no info,368000,2700,Male,nob/c,0
79322,246500,,cf,p3,298000,4500,Male,nob/c,1
97718,206500,0.7532,cf,p1,278000,8220,Sex Not Available,nob/c,0
63555,346500,,cf,no info,408000,0,Male,nob/c,1
65651,586500,0.3332,cf,p1,728000,22860,Female,nob/c,0
170686,726500,0.4698,cf,p1,958000,9960,Male,nob/c,0
49651,156500,0.1838,cf,p3,408000,4380,Sex Not Available,nob/c,0
170711,466500,,cf,p3,,4320,Male,nob/c,1
94096,136500,0.5532,ncf,p3,198000,2460,Sex Not Available,nob/c,0
124795,496500,0.2045,cf,no info,558000,8040,Male,nob/c,0
65936,676500,0.1002,cf,no info,768000,6180,Non-binary,nob/c,0
68621,216500,0.9665,cf,p3,558000,6960,Non-binary,nob/c,0
94645,96500,1.8578,cf,p3,118000,3900,Male,b/c,0
45400,156500,0.5773,cf,p3,268000,3240,Female,nob/c,0
62918,156500,1.035,cf,p3,188000,3000,Female,nob/c,0
144173,186500,0.0142,cf,p3,348000,5040,Sex Not Available,nob/c,0
87482,116500,0.5215,cf,p3,128000,3060,Male,nob/c,0
48869,246500,1.3296,cf,p1,248000,5460,Female,b/c,0
102079,296500,-0.0206,,no info,458000,6540,Male,nob/c,0
152495,316500,0.1226,cf,p3,428000,4800,Non-binary,nob/c,0
50107,86500,0.4075,cf,p1,338000,3780,Non-binary,nob/c,0
156081,56500,1.4345,cf,p1,78000,1500,Female,nob/c,0
84483,176500,-0.2465,cf,p3,258000,4560,Non-binary,nob/c,0
151089,456500,0.7782,cf,no info,478000,,Non-binary,b/c,0
85774,236500,0.6805,cf,p3,298000,6540,Non-binary,nob/c,0
88123,186500,,cf,no info,198000,3900,Sex Not Available,nob/c,1
